Hardiness,Species,Mortality_pct,Age,TEC_MgCkmyr_min,TEC_MgCkmyr_max,TEC_MgCkmyr_wavg,TEC_MgCkm_min,TEC_MgCkm_max,TEC_MgCkm_wavg,Biom_MgCkmyr_min,Biom_MgCkmyr_max,Biom_MgCkmyr_wavg,Biom_MgCkm_min,Biom_MgCkm_max,Biom_MgCkm_wavg,DOM_MgCkmyr_min,DOM_MgCkmyr_max,DOM_MgCkmyr_wavg,DOM_MgCkm_min,DOM_MgCkm_max,DOM_MgCkm_wavg,Stems_min,Stems_max,Stems_wavg,km_per_ha_min,km_per_ha_max,km_per_ha_wavg,Stems_tosum1ha_min,Stems_tosum1ha_max,Stems_tosum1ha_wavg
4A,Caragana,15,21,1.215627551,1.590293884,1.474747507,81.50544739,128.7454834,104.4064338,0.954029918,1.294136167,1.222769674,12.77807045,15.0283041,14.62029717,0.181716248,0.334455639,0.251977848,67.8404007,113.9121323,89.78613579,448,448,448,2.301694118,2.301694118,2.301694118,1150.847059,1150.847059,1150.847059
4A,Caragana,15,22,1.24768424,1.774675488,1.629559579,82.75312805,130.3995361,106.0359937,1.010151744,1.45094943,1.323071015,13.78822231,16.43309975,15.94336817,0.170455933,0.366772085,0.306488596,68.01085663,114.1752319,90.09262565,448,448,448,2.239493642,2.239493642,2.239493642,1119.746821,1119.746821,1119.746821
4A,Caragana,15,23,1.278348446,1.769876122,1.661187949,84.03147888,132.1694183,107.697182,1.039998174,1.454575181,1.34741034,14.82822037,17.78757095,17.29077843,0.207100585,0.399759978,0.313777618,68.31795502,114.5487823,90.40640251,448,448,448,2.181629653,2.181629653,2.181629653,1090.814827,1090.814827,1090.814827
4A,Caragana,15,24,1.383472562,1.853242636,1.75930032,85.41495514,133.9356079,109.4564819,1.023784161,1.510277152,1.365439354,15.85200405,19.23907852,18.6562184,0.203385711,0.477954447,0.393860979,68.6854248,114.9076309,90.80026369,448,448,448,2.127630221,2.127630221,2.127630221,1063.81511,1063.81511,1063.81511
4A,Caragana,15,25,1.500835061,2.08844614,1.803264774,86.91578674,135.7176819,111.2597481,1.130040884,1.549647927,1.385778661,16.98204422,20.67658234,20.04199642,0.316316813,0.538798213,0.417486077,69.0017395,115.2559433,91.21774926,448,448,448,2.077091744,2.077091744,2.077091744,1038.545872,1038.545872,1038.545872
4A,Caragana,15,26,1.50783515,2.015172243,1.843096572,88.42362213,137.5856934,113.1028427,1.224812269,1.639337182,1.442614566,18.20685768,22.11082649,21.48461111,0.139323235,0.580928624,0.400481998,69.35988617,115.6885071,91.61823195,448,448,448,2.029666791,2.029666791,2.029666791,1014.833396,1014.833396,1014.833396
4A,Caragana,15,27,1.525134206,2.198833704,1.873480257,89.94876099,139.4333954,114.9763246,1.177865267,1.584872007,1.44940593,19.38472176,23.65596581,22.93401708,0.347268939,0.613961637,0.424074329,69.74002075,116.0788422,92.04230625,448,448,448,1.985054477,1.985054477,1.985054477,992.5272386,992.5272386,992.5272386
4A,Caragana,15,28,1.546951413,2.303594112,2.011092772,91.49571228,141.5354767,116.987415,1.206944585,1.704079866,1.520804325,20.59166718,25.31559181,24.45482144,0.340006888,0.603716314,0.490288462,70.14078522,116.637619,92.53259446,448,448,448,1.942992776,1.942992776,1.942992776,971.4963881,971.4963881,971.4963881
4A,Caragana,15,29,1.51551044,2.206120729,2.054067057,93.01122284,143.5645294,119.0414826,1.041954041,1.648629785,1.58047323,21.63362122,26.9174099,26.03529466,0.305944264,0.582269013,0.473593814,70.61082458,117.0235748,93.00618994,448,448,448,1.903252328,1.903252328,1.903252328,951.626164,951.626164,951.626164
4A,Caragana,15,30,1.604931712,2.287372112,2.077056449,94.6161499,145.7263794,121.1185389,1.265707493,1.701854825,1.575156423,22.89932823,28.521101,27.61045094,0.305578828,0.639437497,0.50190005,71.2502594,117.6480865,93.50808841,448,448,448,1.865631405,1.865631405,1.865631405,932.8157023,932.8157023,932.8157023
4A,Caragana,15,31,1.745375395,2.497128487,2.229738766,96.36152649,148.0314026,123.3482785,1.422593594,1.782900095,1.643785417,24.3219223,30.26740265,29.25423664,0.322781801,0.781776011,0.585953326,71.74067688,118.2821426,94.09404132,448,448,448,1.829951793,1.829951793,1.829951793,914.9758965,914.9758965,914.9758965
4A,Caragana,15,32,1.740962386,2.373185396,2.046337928,98.28438568,150.0163727,125.394618,1.211122274,1.650614977,1.423373878,25.78669739,31.4927597,30.67761067,0.365875036,0.816584468,0.622964074,72.10655212,118.9466171,94.71700617,448,448,448,1.7960554,1.7960554,1.7960554,898.0276998,898.0276998,898.0276998
4A,Caragana,15,33,1.457670212,1.927215815,1.664518502,100.0361252,151.6085205,127.0591365,1.046358466,1.355442762,1.123360747,26.96138382,32.66410065,31.80097121,0.330204308,0.772961259,0.541157745,72.67832184,119.4592438,95.25816377,448,448,448,1.763801434,1.763801434,1.763801434,881.9007172,881.9007172,881.9007172
4A,Caragana,15,34,1.475171328,1.868974209,1.686070075,101.8924789,153.444397,128.745206,1.043053865,1.258082628,1.098222802,28.21946526,33.89249802,32.89919426,0.393046081,0.756591558,0.587847279,73.19759369,120.1172943,95.84601173,448,448,448,1.733064061,1.733064061,1.733064061,866.5320307,866.5320307,866.5320307
4A,Caragana,15,35,1.370532036,1.960165262,1.668805005,103.8526382,155.1450348,130.414012,1.029987335,1.408619165,1.119804731,29.62808418,35.06543732,34.01899788,0.296009481,0.797765017,0.549000278,73.49360657,120.7014313,96.39501028,448,448,448,1.703730426,1.703730426,1.703730426,851.865213,851.865213,851.865213
4A,Caragana,15,36,1.505610228,2.006108284,1.688960421,105.674675,156.7513885,132.1029704,1.005450487,1.262200356,1.147133502,30.88890076,36.26002884,35.16613249,0.267945051,0.811520398,0.54182696,74.12355042,121.1117401,96.9368392,448,448,448,1.67569899,1.67569899,1.67569899,837.8494951,837.8494951,837.8494951
4A,Caragana,15,37,1.211120963,1.688422322,1.521237942,106.8857956,158.3550568,133.6242093,0.938738227,1.25056088,1.153113407,31.82764053,37.47046661,36.31924613,0.15471074,0.570179999,0.368124528,74.51030731,121.4648438,97.30496342,448,448,448,1.648878121,1.648878121,1.648878121,824.4390604,824.4390604,824.4390604
4A,Caragana,15,38,1.165468574,1.843050361,1.537032001,108.0512619,160.1981049,135.1612397,0.907206833,1.226140022,1.123518137,32.73484802,38.61686325,37.44276414,0.206423789,0.66941309,0.413513869,74.99097443,122.1342545,97.71847658,448,448,448,1.623184887,1.623184887,1.623184887,811.5924437,811.5924437,811.5924437
4A,Caragana,15,39,0.955675304,1.762999535,1.454812084,109.6085129,161.8422089,136.6160522,0.916477323,1.246055007,1.136239429,33.65132523,39.80705643,38.57900363,-0.239086926,0.640773416,0.318572685,75.50923157,122.617569,98.03704966,448,448,448,1.598544032,1.598544032,1.598544032,799.2720162,799.2720162,799.2720162
4A,Caragana,15,40,1.370701313,1.919205308,1.646255665,111.0992508,163.2129059,138.2623072,0.935064316,1.259694815,1.141339535,34.58638763,41.02605438,39.72034274,0.188038215,0.751853824,0.504916129,75.90045166,122.827919,98.54196598,448,448,448,1.574887086,1.574887086,1.574887086,787.4435429,787.4435429,787.4435429
4A,Caragana,15,41,1.342161059,1.981595159,1.643582484,112.4414063,165.1945038,139.9058885,1.011022806,1.261004686,1.185171574,35.59741211,42.20366287,40.90551458,0.331138253,0.753931403,0.45841094,76.24848175,123.5818481,99.00037608,448,448,448,1.552151602,1.552151602,1.552151602,776.0758009,776.0758009,776.0758009
4A,Caragana,15,42,1.2017169,2.052432537,1.609408796,113.6431274,166.9776611,141.5152982,0.959980607,1.297217727,1.182738598,36.55739212,43.44551849,42.08825325,0.121033862,0.831421196,0.426670221,76.67468262,124.0677872,99.42704733,448,448,448,1.530280498,1.530280498,1.530280498,765.1402488,765.1402488,765.1402488
4A,Caragana,15,43,1.241884112,1.923948646,1.667231738,115.3961716,168.5481262,143.1825291,0.987717032,1.319967508,1.213577494,37.5451088,44.76548386,43.30183063,0.199771151,0.765326679,0.453654254,76.87445831,124.3910599,99.88070014,448,448,448,1.509221478,1.509221478,1.509221478,754.6107391,754.6107391,754.6107391
4A,Caragana,15,44,1.295846343,1.919817448,1.799316508,116.6920166,170.2999115,144.981846,0.810299695,1.280471563,1.204035434,38.35540771,46.04179001,44.5058653,0.379220873,0.707632482,0.595281076,77.56382751,124.9186707,100.4759807,448,448,448,1.488926534,1.488926534,1.488926534,744.4632669,744.4632669,744.4632669
4A,Caragana,15,45,1.332274199,1.885906219,1.697685482,118.024292,172.1858215,146.6795351,1.04678154,1.360145569,1.240219499,39.40219116,47.29539871,45.74608494,0.285492659,0.606913567,0.457466017,77.9670639,125.5194473,100.9334483,448,448,448,1.469351502,1.469351502,1.469351502,734.675751,734.675751,734.675751
4A,Caragana,15,46,1.543588996,2.114561796,1.80874606,119.7148132,174.2848358,148.488281,1.006358027,1.371443152,1.252463712,40.40854645,48.6668396,46.99854893,0.330539346,0.826334476,0.556282366,78.39259338,126.3273239,101.4897314,448,448,448,1.450455682,1.450455682,1.450455682,725.2278408,725.2278408,725.2278408
4A,Caragana,15,47,1.429214954,2.151121616,1.903838257,121.1440277,176.1035919,150.3921198,1.092761636,1.36730504,1.268373809,41.50130844,50.00411224,48.26692242,0.336453348,0.845254123,0.635464464,79.06882477,126.7973938,102.1251949,448,448,448,1.432201493,1.432201493,1.432201493,716.1007464,716.1007464,716.1007464
4A,Caragana,15,48,1.607386708,2.17771697,1.890431247,122.795723,178.08284,152.2825492,1.119900703,1.414414167,1.293421513,42.62121201,51.25398254,49.56034469,0.363015056,0.87262845,0.597009709,79.46939087,127.4788132,102.7222049,448,448,448,1.414554179,1.414554179,1.414554179,707.2770893,707.2770893,707.2770893
4A,Caragana,15,49,1.592297435,2.130958796,1.850947093,124.4569016,179.7879028,154.1334958,1.01036191,1.450162888,1.301116693,43.63157272,52.54190445,50.86146083,0.174110621,0.814287245,0.549830385,80.21109009,127.9361115,103.2720362,448,448,448,1.397481538,1.397481538,1.397481538,698.7407689,698.7407689,698.7407689
4A,Caragana,15,50,1.519647479,2.096873283,1.903382267,126.0742874,181.7632751,156.0368796,1.087597132,1.446598291,1.312828177,44.71916962,53.88735962,52.17428918,0.238080695,0.704224586,0.590554125,80.45330811,128.583313,103.8625902,448,448,448,1.380953691,1.380953691,1.380953691,690.4768454,690.4768454,690.4768454
4A,Caragana,15,51,1.311557174,2.256379366,1.82975281,127.3858414,184.0077515,157.8666317,1.103567123,1.410987496,1.303747393,45.82273483,55.29834747,53.47803614,0.207990006,0.906860828,0.526005445,80.99962616,129.4901733,104.3885947,448,448,448,1.364942869,1.364942869,1.364942869,682.4714345,682.4714345,682.4714345
4A,Caragana,15,52,1.573107958,2.352005243,1.889971466,129.0676422,185.7114563,159.7566029,1.202821374,1.456457138,1.311077307,47.02555847,56.75480652,54.78911401,0.302960992,1.029239416,0.578894128,81.53878021,129.8299103,104.9674893,448,448,448,1.349423228,1.349423228,1.349423228,674.7116141,674.7116141,674.7116141
4A,Caragana,15,53,1.57368505,2.126569271,1.883239725,130.6413269,187.838028,161.6398412,1.057920098,1.465603471,1.346747889,48.08347702,58.10316086,56.13586132,0.360669494,0.734277725,0.536491831,81.95944977,130.4908752,105.5039793,448,448,448,1.334370681,1.334370681,1.334370681,667.1853405,667.1853405,667.1853405
4A,Caragana,15,54,1.596689701,2.231948137,1.98726292,132.2380219,189.6141663,163.6271037,1.031614065,1.428468108,1.307806808,49.11509323,59.46406937,57.4436683,0.355972379,0.918628573,0.679456104,82.77567291,130.8703918,106.1834358,448,448,448,1.319762747,1.319762747,1.319762747,659.8813737,659.8813737,659.8813737
4A,Caragana,15,55,1.59242034,2.276861429,2.037656234,133.9313965,191.5892487,165.66476,1.099537134,1.487072587,1.318283982,50.21463013,60.95114136,58.76195236,0.238833427,0.993650436,0.719372278,83.54180908,131.4393005,106.9028085,448,448,448,1.305578419,1.305578419,1.305578419,652.7892097,652.7892097,652.7892097
4A,Caragana,15,56,1.637448907,2.286738634,2.093551829,135.5688477,193.7220154,167.7583131,1.064873099,1.471369147,1.359117259,51.27950287,62.42251205,60.12106972,0.439681292,0.941585779,0.734434563,84.22981262,132.1867676,107.6372428,448,448,448,1.291798041,1.291798041,1.291798041,645.8990204,645.8990204,645.8990204
4A,Caragana,15,57,1.55281806,2.352629662,2.033271811,137.1216583,195.7011871,169.7915836,1.143701315,1.623880744,1.380365816,52.42320251,64.04639435,61.5014353,0.344385564,0.937151551,0.65290599,84.59822845,132.878418,108.2901499,448,448,448,1.278403197,1.278403197,1.278403197,639.2015986,639.2015986,639.2015986
4A,Caragana,15,58,1.628493786,2.316210985,2.020422011,138.7501526,197.9426422,171.8120092,1.202203751,1.537146211,1.40465766,53.62540817,65.54709625,62.90609342,0.18996878,0.887362361,0.61576437,85.12474823,133.6733398,108.9059144,448,448,448,1.265376618,1.265376618,1.265376618,632.6883091,632.6883091,632.6883091
4A,Caragana,15,59,1.597810268,2.398146152,1.974947163,140.6637573,200.0175934,173.7869546,1.114207268,1.517011523,1.405389864,54.73961258,66.95045471,64.31148239,0.180742741,0.970630825,0.569557324,85.8034668,134.341507,109.4754718,448,448,448,1.252702087,1.252702087,1.252702087,626.3510435,626.3510435,626.3510435
4A,Caragana,15,60,1.693257689,2.364811897,2.041656748,142.3570099,202.2076721,175.828611,1.172750235,1.53436923,1.444841947,55.91236496,68.36929321,65.75632482,0.368164182,0.84965086,0.596814828,86.44464874,134.9972229,110.0722857,448,448,448,1.240364361,1.240364361,1.240364361,620.1821805,620.1821805,620.1821805
4A,Caragana,30,1,,,,68.67051697,115.0363007,90.06841989,,,,0,0,0,,,,68.67051697,115.0363007,90.06841989,369,369,369,39.46161983,39.46161983,39.46161983,19730.80992,19730.80992,19730.80992
4A,Caragana,30,2,-0.283502191,-0.158630371,-0.193843136,68.4719162,114.7845078,89.87457682,0,0,0,0,0,0,-0.283502191,-0.158630371,-0.193843136,68.4719162,114.7845078,89.87457682,369,369,369,17.44302404,17.44302404,17.44302404,8721.512022,8721.512022,8721.512022
4A,Caragana,30,3,-0.253383547,-0.120120496,-0.159920083,68.30309296,114.5627441,89.71465627,0.02800953,0.036534265,0.032007722,0.02800953,0.036534265,0.032007722,-0.281393051,-0.15665476,-0.191927807,68.27508545,114.5347366,89.68264891,369,369,369,10.81985634,10.81985634,10.81985634,5409.92817,5409.92817,5409.92817
4A,Caragana,30,4,-0.148315594,-0.017560892,-0.053711892,68.23875427,114.4616165,89.66094459,0.125004053,0.140974686,0.131341152,0.15406388,0.168984219,0.163348877,-0.274369955,-0.150010839,-0.185053042,68.08468628,114.2926331,89.49759494,369,369,369,7.710253383,7.710253383,7.710253383,3855.126691,3855.126691,3855.126691
4A,Caragana,30,5,-0.012983164,0.133704349,0.092776564,68.33406067,114.513649,89.75371962,0.236371115,0.284065753,0.262928135,0.39043501,0.445604056,0.426277004,-0.259125233,-0.136300057,-0.17015157,67.90907288,114.0680466,89.3274448,369,369,369,6.507287589,6.507287589,6.507287589,3253.643795,3253.643795,3253.643795
4A,Caragana,30,6,0.099636838,0.225664735,0.198903201,68.5344162,114.6662216,89.95262482,0.315612614,0.3746171,0.347885158,0.727434397,0.799602926,0.774162163,-0.23601149,-0.116235733,-0.148981955,67.75444031,113.8666153,89.17846239,369,369,369,5.844806865,5.844806865,5.844806865,2922.403433,2922.403433,2922.403433
4A,Caragana,30,7,0.193247929,0.350144535,0.29486185,68.83943176,114.8960495,90.24748655,0.404565245,0.468891889,0.423876286,1.140629292,1.229200363,1.198038451,-0.219000533,-0.100565329,-0.129014438,67.62284851,113.6857834,89.04944679,369,369,369,5.337589872,5.337589872,5.337589872,2668.794936,2668.794936,2668.794936
4A,Caragana,30,8,0.291087031,0.411450744,0.373692962,69.16783142,115.2170029,90.62117841,0.44218123,0.510846674,0.481637617,1.627974033,1.707924485,1.67967606,-0.189373717,-0.081271388,-0.107944656,67.50907135,113.527504,88.94150327,369,369,369,4.933938627,4.933938627,4.933938627,2466.969313,2466.969313,2466.969313
4A,Caragana,30,9,0.387375474,0.513756514,0.468509423,69.6389389,115.619606,91.08968886,0.469211966,0.581785142,0.551557554,2.103347301,2.289709568,2.231233635,-0.165869862,-0.045446467,-0.083048138,67.40920258,113.4018784,88.85845518,369,369,369,4.60330788,4.60330788,4.60330788,2301.65394,2301.65394,2301.65394
4A,Caragana,30,10,0.465443015,0.563931704,0.529200656,70.17067719,116.0850449,91.6188896,0.519928396,0.617278934,0.582980903,2.623275757,2.888773441,2.814214551,-0.137997329,-0.026079737,-0.053780248,67.35250092,113.3081131,88.80467473,369,369,369,4.326367787,4.326367787,4.326367787,2163.183894,2163.183894,2163.183894
4A,Caragana,30,11,0.51252389,0.685279071,0.620480878,70.71826172,116.6532669,92.23936979,0.546489298,0.722759843,0.647604921,3.169764996,3.558601141,3.461819452,-0.101394825,-0.00069113,-0.027124038,67.29852295,113.2277374,88.77755105,369,369,369,4.090225802,4.090225802,4.090225802,2045.112901,2045.112901,2045.112901
4A,Caragana,30,12,0.607833266,0.754467428,0.674215515,71.32623291,117.3108673,92.91358382,0.620999575,0.740346313,0.684534364,3.812031031,4.240870953,4.146353841,-0.104473233,0.028532993,-0.010318845,67.25644684,113.1953964,88.76723141,369,369,369,3.885917719,3.885917719,3.885917719,1942.958859,1942.958859,1942.958859
4A,Caragana,30,13,0.629250526,0.833574474,0.734819898,71.97782898,117.978096,93.64840625,0.630241156,0.763186932,0.715111433,4.530422211,5.004057884,4.861465328,-0.0740299,0.085227549,0.019708454,67.27780151,113.1427536,88.78693995,369,369,369,3.706996672,3.706996672,3.706996672,1853.498336,1853.498336,1853.498336
4A,Caragana,30,14,0.699977875,0.880037844,0.806735204,72.67781067,118.858139,94.45514035,0.712637007,0.827919364,0.767755099,5.245063782,5.768799305,5.629220419,-0.020790331,0.083368331,0.038980106,67.26514435,113.19487,88.82592026,369,369,369,3.548694686,3.548694686,3.548694686,1774.347343,1774.347343,1774.347343
4A,Caragana,30,15,0.815891504,0.929956794,0.880441201,73.52173615,119.7316589,95.335582,0.741332233,0.900534928,0.80029162,6.012583256,6.585628033,6.429511945,0.011185125,0.144538805,0.08014958,67.31030273,113.2449036,88.90607058,369,369,369,3.407401371,3.407401371,3.407401371,1703.700686,1703.700686,1703.700686
4A,Caragana,30,16,0.773673058,1.006139278,0.939736247,74.4224472,120.6564331,96.27531862,0.737566471,0.91176039,0.855804514,6.750149727,7.49738884,7.285316483,0.036106579,0.13092573,0.083931736,67.38790894,113.3166809,88.99000083,369,369,369,3.280327302,3.280327302,3.280327302,1640.163651,1640.163651,1640.163651
4A,Caragana,30,17,0.882531881,1.110210061,1.019785956,75.38050842,121.6614151,97.29510506,0.790677845,0.928082883,0.88766616,7.540827274,8.340845108,8.172982498,0.06846673,0.196953401,0.132119813,67.50372314,113.4121246,89.12211958,369,369,369,3.165279511,3.165279511,3.165279511,1582.639755,1582.639755,1582.639755
4A,Caragana,30,18,0.90214771,1.137102127,1.059210203,76.3991394,122.7201614,98.35431446,0.703069448,0.960686982,0.90491491,8.243896484,9.273388863,9.07789741,0.059093844,0.204558775,0.154295303,67.6660614,113.5642319,89.27641619,369,369,369,3.06050757,3.06050757,3.06050757,1530.253785,1530.253785,1530.253785
4A,Caragana,30,19,0.92609185,1.204797864,1.129354829,77.32523346,123.8615341,99.48366955,0.842559695,1.0148139,0.953724299,9.086456299,10.28820229,10.03162183,0.018166533,0.228675976,0.175630516,67.68422699,113.7798386,89.45204735,369,369,369,2.96459547,2.96459547,2.96459547,1482.297735,1482.297735,1482.297735
4A,Caragana,30,20,0.998961508,1.281853318,1.186971192,78.32419586,125.0754395,100.6706403,0.798985839,1.075737596,0.980333535,9.885442734,11.30528831,11.01195529,0.103310898,0.281586349,0.206637673,67.83509827,113.9435043,89.65868422,369,369,369,2.87638405,2.87638405,2.87638405,1438.192025,1438.192025,1438.192025
4A,Caragana,30,21,1.00792861,1.312340736,1.215419495,79.46557617,126.3146133,101.8860605,0.78312403,1.063927889,1.002876103,10.6685667,12.3461256,12.01483145,0.152843148,0.281662941,0.212543391,68.02761841,114.1457901,89.87122791,369,369,369,2.794914287,2.794914287,2.794914287,1397.457143,1397.457143,1397.457143
4A,Caragana,30,22,1.040102482,1.462457418,1.341935171,80.50567627,127.6757202,103.2279936,0.836067021,1.189174533,1.083440272,11.5046339,13.49359989,13.09827182,0.145160496,0.308657616,0.25849489,68.17277527,114.3684692,90.12972271,369,369,369,2.719385137,2.719385137,2.719385137,1359.692569,1359.692569,1359.692569
4A,Caragana,30,23,1.061777353,1.456345081,1.368313993,81.56745148,129.1320648,104.596309,0.85712564,1.189026713,1.103491588,12.36175919,14.60221386,14.20176323,0.17555581,0.33742708,0.264822411,68.43312073,114.6841125,90.39454636,369,369,369,2.649121722,2.649121722,2.649121722,1324.560861,1324.560861,1324.560861
4A,Caragana,30,24,1.149605155,1.529510617,1.451930152,82.71705627,130.5894012,106.0482383,0.841868341,1.237447262,1.119448791,13.20362759,15.79584026,15.3212121,0.173352554,0.402867496,0.332481348,68.74456024,114.987709,90.72702648,369,369,369,2.583550982,2.583550982,2.583550982,1291.775491,1291.775491,1291.775491
4A,Caragana,30,25,1.247156024,1.71847868,1.488502353,83.96421814,132.0565796,107.5367414,0.930239856,1.269907951,1.135897387,14.13386726,16.97189331,16.4571098,0.268321335,0.454183191,0.352604938,69.01287842,115.282753,91.07963088,369,369,369,2.522182832,2.522182832,2.522182832,1261.091416,1261.091416,1261.091416
4A,Caragana,30,26,1.249117374,1.665596485,1.51948838,85.21333313,133.5984192,109.0562302,1.007209301,1.342298031,1.181054108,15.14107704,18.14628792,17.63816403,0.118319884,0.49120295,0.338434259,69.31655121,115.6490936,91.41806633,369,369,369,2.464595389,2.464595389,2.464595389,1232.297695,1232.297695,1232.297695
4A,Caragana,30,27,1.262532473,1.822563052,1.547825098,86.47586823,135.123703,110.6040556,0.966006279,1.303986907,1.189167387,16.10708237,19.399786,18.82733122,0.296526134,0.518576086,0.35865767,69.63896942,115.9801025,91.77672386,369,369,369,2.410423294,2.410423294,2.410423294,1205.211647,1205.211647,1205.211647
4A,Caragana,30,28,1.287030935,1.909701586,1.661754744,87.76289368,136.8605347,112.265809,0.996750534,1.401876688,1.246788337,17.10383415,20.75647354,20.07411939,0.290280372,0.510586619,0.414966406,69.97914124,116.4537811,92.19168951,369,369,369,2.359348371,2.359348371,2.359348371,1179.674186,1179.674186,1179.674186
4A,Caragana,30,29,1.259849191,1.822260499,1.696579838,89.02274323,138.5395508,113.9623899,0.85558939,1.356725097,1.295542293,17.95942307,22.06612206,21.36966155,0.259600103,0.492127836,0.401037557,70.37814331,116.7815781,92.59272776,369,369,369,2.311092112,2.311092112,2.311092112,1155.546056,1155.546056,1155.546056
4A,Caragana,30,30,1.332824349,1.888066292,1.717142835,90.35556793,140.325058,115.6795314,1.043413639,1.392951608,1.291904538,19.00283623,23.38420296,22.66156617,0.258846998,0.542895973,0.425238285,70.92103577,117.3118668,93.01796504,369,369,369,2.265409563,2.265409563,2.265409563,1132.704781,1132.704781,1132.704781
4A,Caragana,30,31,1.44431138,2.071577311,1.844779125,91.79988098,142.2362671,117.5243106,1.168836355,1.465372562,1.34802062,20.17167282,24.81424904,24.00958656,0.275475115,0.6620574,0.496758498,71.33718109,117.8502884,93.51472591,369,369,369,2.22208432,2.22208432,2.22208432,1111.04216,1111.04216,1111.04216
4A,Caragana,30,32,1.559399366,2.182761908,1.903717399,93.39922333,144.1810913,119.4280292,1.208085299,1.477114439,1.366002131,21.37975883,26.29136276,25.37558883,0.310310334,0.712462664,0.537715267,71.64749146,118.4287109,94.05244002,369,369,369,2.180924414,2.180924414,2.180924414,1090.462207,1090.462207,1090.462207
4A,Caragana,30,33,1.457270503,2.158786535,1.865120397,94.85649109,146.0401611,121.2931496,0.964385211,1.494649291,1.368988999,22.34414291,27.78601265,26.74457791,0.294135362,0.690064728,0.496131429,72.14515686,118.9127121,94.5485724,369,369,369,2.141758885,2.141758885,2.141758885,1070.879442,1070.879442,1070.879442
4A,Caragana,30,34,1.545813441,2.157533646,1.965542513,96.4023056,148.1977081,123.2586912,1.035118699,1.575355649,1.392176526,23.37926292,29.36136818,28.13675455,0.379765242,0.728922546,0.573365998,72.62812805,119.5647736,95.12193843,369,369,369,2.104434932,2.104434932,2.104434932,1052.217466,1052.217466,1052.217466
4A,Caragana,30,35,1.629917741,2.244791031,1.993071563,98.03222656,150.2542114,125.2517612,1.159383535,1.525535583,1.420579391,24.53864479,30.71713829,29.55733385,0.322864175,0.815541267,0.572492168,72.95098877,120.1901016,95.69442848,369,369,369,2.068815517,2.068815517,2.068815517,1034.407759,1034.407759,1034.407759
4A,Caragana,30,36,1.426451087,1.948450327,1.779064389,99.76359558,151.8650055,127.0308276,0.932784677,1.353686094,1.19648374,25.7817955,31.71301651,30.75381744,0.342306793,0.840927243,0.58258066,73.59557343,120.67379,96.27701125,369,369,369,2.034777345,2.034777345,2.034777345,1017.388673,1017.388673,1017.388673
4A,Caragana,30,37,1.184337258,1.643974662,1.422631475,101.2230682,153.3258362,128.4534602,0.931076229,1.194245934,1.002733631,26.97603989,32.71947098,31.75655141,0.227303803,0.606203496,0.419897842,74.03543091,121.0931931,96.69690725,369,369,369,2.002209147,2.002209147,2.002209147,1001.104573,1001.104573,1001.104573
4A,Caragana,30,38,1.169545531,1.667628527,1.389541231,102.6650085,154.9934692,129.8429986,0.844683528,1.16067493,0.942371444,28.13671494,33.67271042,32.69892277,0.257352829,0.692652702,0.447169785,74.52828979,121.7858505,97.14407773,369,369,369,1.971010221,1.971010221,1.971010221,985.5051103,985.5051103,985.5051103
4A,Caragana,30,39,0.821742117,1.823206186,1.299665875,104.4882126,156.4686279,131.1426677,0.861131072,1.180988789,0.952706924,29.31770515,34.66228104,33.6516293,-0.172090963,0.642217398,0.346958923,75.09039307,122.2957535,97.49103586,369,369,369,1.941089182,1.941089182,1.941089182,970.5445911,970.5445911,970.5445911
4A,Caragana,30,40,1.209625721,1.757977128,1.466278331,106.2461929,157.6782532,132.6089456,0.852636933,1.171058297,0.955555372,30.4887619,35.6728363,34.60718473,0.231772915,0.737365782,0.510722955,75.49905396,122.5431976,98.00175886,369,369,369,1.91236289,1.91236289,1.91236289,956.1814449,956.1814449,956.1814449
4A,Caragana,30,41,1.227329969,1.763712525,1.444480733,107.4735184,159.4419556,134.0534255,0.845545948,1.047953606,0.98473452,31.33430862,36.65040207,35.5919194,0.360148579,0.743986785,0.459746201,75.85920715,123.287178,98.46150681,369,369,369,1.884755516,1.884755516,1.884755516,942.3777582,942.3777582,942.3777582
4A,Caragana,30,42,1.082182288,1.818093181,1.405445029,108.5557022,161.0061646,135.4588698,0.799523473,1.076625586,0.981811738,32.13383102,37.6794014,36.57373125,0.136750892,0.804935753,0.423633284,76.28586578,123.7747498,98.88513779,369,369,369,1.858197747,1.858197747,1.858197747,929.0988736,929.0988736,929.0988736
4A,Caragana,30,43,1.074466228,1.690837622,1.450762681,110.1373596,162.3708191,136.9096342,0.825324893,1.094761252,1.007069687,32.95915604,38.77416229,37.58080169,0.209412634,0.75633055,0.443693009,76.4952774,124.1046143,99.32883165,369,369,369,1.832626081,1.832626081,1.832626081,916.3130403,916.3130403,916.3130403
4A,Caragana,30,44,1.1641078,1.673244834,1.570371325,111.3014679,163.9017181,138.4800032,0.676890492,1.060563445,0.998391528,33.63604736,39.83362198,38.57919308,0.372548938,0.674007058,0.571979807,77.15947723,124.620842,99.90081184,369,369,369,1.80798222,1.80798222,1.80798222,903.9911098,903.9911098,903.9911098
