Table 3. SLC polygons (2011) to be modelled in the Holos V4 simulations,,,,Polygon centroid coordinates,,Final yield (SAD/Interpolated 2009-2018 avg.)
SLC polygon #,Ecodistrict #,SLC polygon area (ha),Ecodistrict area (ha),Latitude,Longitude,2009-2018  tame hay (mixed) yield (kg/ha)
486023,486,"31,209","449,890",47.303256,-67.898475,5095
486024,486,"45,828","449,890",47.255824,-67.714864,5095
486025,486,"7,223","449,890",47.116274,-67.463056,5095
486026,486,"7,856","449,890",47.155094,-67.438504,5095
486029,486,"6,919","449,890",47.000721,-67.394259,5095
486030,486,"7,208","449,890",46.956141,-67.540425,5095
487007,487,"79,964","408,857",47.595814,-68.462201,5256
487009,487,"7,596","408,857",47.625292,-68.260759,5095
487010,487,"11,767","408,857",47.389041,-67.960636,5095
487011,487,"23,266","408,857",47.416164,-68.25985,5256
487012,487,"4,907","408,857",47.468175,-68.45849,5256
487013,487,"16,184","408,857",47.52027,-68.695377,5416
487014,487,"18,201","408,857",47.43521,-68.573997,5256
487015,487,"11,904","408,857",47.384933,-68.446973,5095
487016,487,"44,232","408,857",47.406353,-68.931569,5256
487017,487,"20,468","408,857",47.386574,-68.734894,5256
487018,487,"4,744","408,857",47.411975,-68.688897,5256
487019,487,"5,921","408,857",47.300685,-68.443907,5095
487020,487,"8,674","408,857",47.294014,-68.611934,5095
487021,487,"2,058","408,857",47.355377,-68.643063,5095
487022,487,"24,546","408,857",47.267257,-68.865113,5256
487023,487,"3,709","408,857",47.242476,-68.76014,5095
488004,488,"56,858","410,946",47.035209,-65.979638,5095
488011,488,"7,305","410,946",46.542494,-66.493525,5095
488012,488,"3,690","410,946",46.521505,-66.533619,5095
488013,488,"38,387","410,946",46.477081,-66.582603,5095
488014,488,"13,162","410,946",46.428166,-66.80608,5095
488015,488,"23,929","410,946",46.356617,-66.709064,5095
488016,488,"13,749","410,946",46.328059,-66.89961,5095
488017,488,"34,855","410,946",46.221079,-66.961879,5095
489014,489,"50,206","412,786",46.659665,-67.381532,5095
489018,489,"18,578","412,786",46.587146,-67.183211,5095
489019,489,"21,278","412,786",46.538288,-67.445077,5095
489020,489,"35,575","412,786",46.266272,-67.152288,5095
489025,489,"15,384","412,786",46.387073,-67.332209,5095
490001,490,"7,354","94,797",47.062685,-67.352699,5095
490002,490,"3,589","94,797",46.994798,-67.274704,5095
490004,490,"5,383","94,797",46.955652,-67.366309,5095
490006,490,"3,698","94,797",46.926873,-67.482588,5095
490007,490,"17,225","94,797",46.79482,-67.374162,5095
490008,490,"26,708","94,797",46.829606,-67.551606,5095
493001,493,"9,364","234,806",47.311118,-68.122808,5095
493002,493,"18,976","234,806",47.163877,-67.81611,5095
493003,493,"25,258","234,806",46.981788,-67.654838,5095
493004,493,"2,546","234,806",47.058504,-67.762704,5095
493005,493,"15,577","234,806",46.927389,-67.747311,5095
493006,493,"13,159","234,806",46.690881,-67.7582,5095
493007,493,"8,322","234,806",46.631728,-67.63296,5095
493008,493,"2,993","234,806",46.755156,-67.734142,5095
493009,493,"2,397","234,806",46.642941,-67.686302,5095
493010,493,"98,702","234,806",46.284569,-67.46034,5095
493013,493,"26,224","234,806",46.128464,-67.385897,5095
493014,493,"3,545","234,806",46.043899,-67.223888,5095
493015,493,"2,748","234,806",46.022087,-67.279401,5095
494001,494,"50,575","150,878",46.301811,-67.647125,5095
494002,494,"5,637","150,878",46.361517,-67.632971,5095
494003,494,"2,225","150,878",46.313951,-67.704757,5095
494004,494,"11,476","150,878",46.209774,-67.643223,5095
494005,494,"69,748","150,878",45.998756,-67.643483,5095
494007,494,"2,078","150,878",46.053868,-67.635306,5095
494008,494,"1,407","150,878",46.04563,-67.73315,5095
494009,494,"6,327","150,878",45.896145,-67.684446,5098
495001,495,"21,207","252,986",46.159894,-67.16263,5095
495002,495,"10,089","252,986",46.093092,-67.153841,5095
495003,495,"35,082","252,986",46.023661,-67.11653,5095
495004,495,"4,875","252,986",46.00324,-66.883641,5095
495006,495,"12,074","252,986",45.868281,-66.896135,5095
495008,495,"46,932","252,986",45.899996,-67.271793,5095
495009,495,"7,729","252,986",45.868158,-67.173449,5095
495010,495,"52,681","252,986",45.711172,-67.360799,5095
495011,495,"39,250","252,986",45.633772,-67.594495,5102
495012,495,"20,926","252,986",45.707702,-67.604544,5117
496001,496,"36,243","263,217",45.901881,-65.448962,5095
496002,496,"14,150","263,217",45.920685,-65.326063,5095
496003,496,"36,314","263,217",45.815171,-65.211553,5095
496004,496,"6,630","263,217",45.826698,-65.628272,5095
496005,496,"1,748","263,217",45.802298,-65.478115,5095
496006,496,"14,745","263,217",45.725974,-65.541489,5095
496007,496,"25,894","263,217",45.649185,-65.510686,5095
496008,496,"3,457","263,217",45.709533,-65.423807,5095
496009,496,"10,703","263,217",45.661833,-65.619198,5095
496010,496,"3,062","263,217",45.705566,-65.75975,5095
496011,496,"8,740","263,217",45.677429,-65.706452,5095
496012,496,"18,013","263,217",45.558334,-65.584452,5095
496013,496,"3,656","263,217",45.553027,-65.811122,5095
496014,496,"36,062","263,217",45.389687,-65.944437,5095
496015,496,"5,242","263,217",45.408162,-65.836272,5095
496016,496,"6,149","263,217",45.456759,-65.935747,5095
496018,496,"28,133","263,217",45.917157,-64.94525,5095
497002,497,"40,315","258,313",45.730421,-67.022355,5095
497003,497,"13,592","258,313",45.581441,-67.121974,5095
497004,497,"8,636","258,313",45.57756,-67.04567,5095
497005,497,"21,449","258,313",45.516399,-66.941404,5095
497006,497,"27,077","258,313",45.545768,-67.215395,5095
497007,497,"5,715","258,313",45.635461,-67.188866,5095
497008,497,"18,391","258,313",45.325099,-66.96107,5095
497009,497,"85,006","258,313",45.269593,-67.174729,5095
497010,497,"15,824","258,313",45.327598,-67.046941,5095
497011,497,"5,522","258,313",45.409987,-67.339707,5100
497015,497,"2,507","258,313",45.208195,-67.221045,5095
497016,497,"4,196","258,313",45.222331,-67.375051,5108
498001,498,"9,348","170,911",45.850239,-64.869135,5095
498002,498,"100,441","170,911",45.636686,-65.206942,5095
498003,498,"9,509","170,911",45.439273,-65.556884,5094
498004,498,"17,775","170,911",45.432238,-65.680406,5095
498005,498,"33,839","170,911",45.803969,-64.779499,5095
499001,499,"59,913","381,656",45.530035,-65.97252,5095
499002,499,"5,254","381,656",45.658782,-65.969636,5095
499003,499,"5,272","381,656",45.664777,-66.052669,5095
499004,499,"43,815","381,656",45.477837,-66.141562,5095
499005,499,"15,706","381,656",45.495555,-66.236203,5095
499007,499,"34,929","381,656",45.440455,-66.684202,5095
499008,499,"7,913","381,656",45.446275,-66.512561,5095
499009,499,"64,384","381,656",45.322835,-66.374783,5093
499010,499,"42,179","381,656",45.334983,-66.714424,5095
499014,499,"24,835","381,656",45.205383,-66.522661,5093
499015,499,"7,565","381,656",45.266085,-66.801545,5095
499016,499,"11,381","381,656",45.179843,-66.674159,5095
499017,499,"26,003","381,656",45.172611,-67.011564,5095
499018,499,"2,611","381,656",45.149136,-66.770413,5095
499020,499,"5,080","381,656",45.135087,-66.844402,5095
499021,499,"1,814","381,656",45.148535,-67.125382,5095
500001,500,"95,844","982,765",47.934277,-64.699165,5095
500002,500,"10,596","982,765",47.961397,-64.504915,5213
500003,500,"57,953","982,765",47.912657,-64.897657,5095
500005,500,"59,279","982,765",47.828922,-65.200485,5095
500006,500,"4,684","982,765",47.743307,-64.646107,5095
500007,500,"1,380","982,765",47.810316,-64.781325,5095
500008,500,"26,121","982,765",47.670828,-64.611495,5095
500010,500,"12,996","982,765",47.753274,-64.901861,5095
500012,500,"1,667","982,765",47.714525,-64.698522,5095
500013,500,"41,102","982,765",47.657066,-64.802613,5095
500014,500,"3,496","982,765",47.763307,-65.180853,5095
500015,500,"58,556","982,765",47.703411,-65.536166,5095
500016,500,"6,354","982,765",47.596849,-64.913813,5095
500017,500,"7,659","982,765",47.574784,-64.839756,5096
500018,500,"116,548","982,765",47.397307,-64.828086,5095
500019,500,"20,637","982,765",47.251833,-64.938882,5097
500021,500,"60,444","982,765",47.110433,-64.975201,5095
500022,500,"15,304","982,765",47.15614,-65.225096,5095
500023,500,"78,056","982,765",46.900574,-64.747743,5095
500024,500,"24,314","982,765",46.970519,-65.504202,5095
500025,500,"89,024","982,765",46.638718,-64.657163,5095
500026,500,"4,272","982,765",47.041544,-65.482032,5095
500027,500,"2,608","982,765",47.023587,-65.246092,5095
500028,500,"3,569","982,765",47.029844,-65.364139,5095
500029,500,"5,456","982,765",46.873703,-64.921985,5095
500031,500,"9,205","982,765",46.749233,-64.835624,5095
500032,500,"2,441","982,765",46.662652,-64.945219,5095
500033,500,"29,409","982,765",46.367585,-64.530111,5095
500034,500,"24,344","982,765",46.322206,-64.409313,5095
500035,500,"16,800","982,765",46.391041,-64.644064,5095
500037,500,"1,414","982,765",46.251445,-64.571118,5095
500038,500,"1,747","982,765",46.235433,-64.513487,5095
501001,501,"36,560","353,876",47.573373,-65.031327,5095
501002,501,"13,673","353,876",47.666806,-65.369344,5095
501003,501,"8,426","353,876",47.624112,-65.213795,5095
501005,501,"5,131","353,876",47.565266,-65.239901,5095
501007,501,"71,592","353,876",47.394486,-65.371878,5095
501008,501,"25,582","353,876",47.405502,-65.187873,5095
501009,501,"5,392","353,876",47.55584,-65.609847,5095
501010,501,"6,120","353,876",47.507564,-65.510163,5095
501011,501,"21,125","353,876",47.334259,-65.748308,5095
501012,501,"73,705","353,876",47.231767,-65.531606,5095
501013,501,"8,287","353,876",47.249587,-65.168494,5095
501014,501,"44,341","353,876",47.103295,-65.662504,5095
501015,501,"9,703","353,876",47.097921,-65.473933,5095
501016,501,"11,375","353,876",46.96048,-65.764487,5095
502001,502,"27,202","609,621",46.81217,-65.911867,5095
502002,502,"9,077","609,621",46.901623,-65.715924,5095
502003,502,"77,527","609,621",46.619106,-66.039265,5095
502004,502,"10,713","609,621",46.755002,-65.453298,5095
502006,502,"12,430","609,621",46.750395,-65.581134,5095
502007,502,"15,807","609,621",46.622173,-65.849196,5095
502008,502,"38,582","609,621",46.599645,-65.444119,5095
502011,502,"5,565","609,621",46.698971,-65.903335,5095
502014,502,"10,434","609,621",46.5184,-66.247559,5095
502015,502,"23,241","609,621",46.478197,-66.258613,5095
502016,502,"62,881","609,621",46.366164,-66.162922,5095
502017,502,"13,487","609,621",46.546025,-66.307222,5095
502019,502,"37,007","609,621",46.144227,-66.089175,5095
502021,502,"48,473","609,621",46.236876,-66.33077,5095
502022,502,"13,596","609,621",46.282302,-66.530419,5095
502024,502,"24,576","609,621",46.186666,-66.498007,5095
502026,502,"13,378","609,621",46.079714,-66.519407,5095
502027,502,"11,314","609,621",46.236877,-66.687743,5095
502028,502,"25,695","609,621",46.14661,-66.70532,5095
502029,502,"11,331","609,621",46.051501,-66.663616,5095
502030,502,"6,262","609,621",46.04133,-66.77037,5095
502031,502,"6,657","609,621",45.996837,-66.715054,5095
502032,502,"4,255","609,621",46.020382,-66.838609,5095
503001,503,"42,659","781,008",46.737385,-65.284486,5095
503002,503,"11,667","781,008",46.935168,-65.435816,5095
503003,503,"16,397","781,008",46.861477,-65.47747,5095
503004,503,"3,170","781,008",46.800783,-65.102929,5095
503006,503,"5,063","781,008",46.75757,-65.033576,5095
503007,503,"4,111","781,008",46.784167,-65.256644,5095
503008,503,"10,147","781,008",46.716077,-65.228718,5095
503009,503,"8,316","781,008",46.700732,-65.116783,5095
503010,503,"53,361","781,008",46.595382,-65.268808,5095
503011,503,"11,809","781,008",46.567356,-64.855297,5095
503012,503,"15,196","781,008",46.543421,-65.086468,5095
503013,503,"17,374","781,008",46.481352,-64.947729,5095
503015,503,"21,684","781,008",46.40518,-64.896135,5095
503016,503,"37,586","781,008",46.336835,-64.791856,5095
503017,503,"43,879","781,008",46.44019,-65.351382,5095
503020,503,"9,101","781,008",46.235359,-64.849975,5095
503021,503,"27,047","781,008",46.405287,-65.594698,5095
503022,503,"66,548","781,008",46.302353,-65.352621,5095
503024,503,"4,866","781,008",46.177189,-64.868103,5095
503026,503,"48,261","781,008",46.081229,-64.965146,5095
503029,503,"54,985","781,008",46.208601,-65.709463,5095
503031,503,"35,477","781,008",46.154934,-65.382134,5095
503033,503,"35,817","781,008",45.991907,-64.885359,5095
503035,503,872,"781,008",46.112921,-64.966879,5095
503036,503,"21,509","781,008",46.100485,-65.297231,5095
503037,503,"6,508","781,008",46.045535,-64.976104,5095
503040,503,"5,188","781,008",46.072129,-65.428532,5095
503042,503,"12,795","781,008",46.005981,-65.492317,5095
503044,503,"60,932","781,008",46.102661,-64.573506,5095
504001,504,"20,580","785,666",45.838368,-62.17031,5052
504002,504,"45,147","785,666",45.757354,-62.331423,5052
504004,504,"56,340","785,666",45.815564,-62.889763,5052
504005,504,"15,230","785,666",45.690041,-62.549498,5052
504006,504,"29,498","785,666",45.810649,-63.084676,5052
504007,504,"27,000","785,666",45.863734,-63.227588,5052
504008,504,"2,809","785,666",45.666161,-62.438343,5052
504009,504,"4,212","785,666",45.606082,-62.400378,5052
504010,504,"9,289","785,666",45.715772,-62.683639,5052
504011,504,"9,889","785,666",45.612594,-62.533095,5052
504013,504,"2,333","785,666",45.634406,-62.592668,5052
504014,504,"10,880","785,666",45.692773,-62.894057,5052
504015,504,"12,371","785,666",45.616549,-62.85182,5052
504016,504,"14,815","785,666",45.596751,-62.733221,5052
504017,504,"4,092","785,666",45.756692,-63.212494,5052
504018,504,"4,410","785,666",45.570726,-62.631027,5052
504019,504,"28,001","785,666",45.685994,-63.433729,5052
504020,504,"5,343","785,666",45.839111,-63.49466,5052
504021,504,"22,336","785,666",45.692397,-63.289256,5052
504022,504,"1,202","785,666",45.826082,-63.582221,5052
504023,504,"1,834","785,666",45.803663,-63.693947,5052
504024,504,"5,135","785,666",45.728976,-63.561983,5052
504025,504,"2,609","785,666",45.832395,-63.826401,5052
504026,504,"7,964","785,666",45.719302,-63.635856,5052
504027,504,"4,156","785,666",45.79043,-63.820106,5052
504029,504,"3,497","785,666",45.686682,-63.822753,5052
504030,504,"3,187","785,666",45.726164,-63.924565,5052
504031,504,"4,252","785,666",45.688883,-63.937856,5052
504032,504,"27,057","785,666",46.281267,-64.27556,5095
504033,504,"90,171","785,666",46.060945,-64.046732,5095
504034,504,"96,726","785,666",45.917907,-63.554873,5052
504035,504,"24,727","785,666",46.114492,-64.180864,5095
504036,504,"17,773","785,666",45.960878,-63.870095,5052
504037,504,"10,473","785,666",45.897289,-63.766369,5052
504038,504,"49,892","785,666",46.007461,-64.254654,5074
504039,504,"20,464","785,666",45.90651,-64.062809,5052
504040,504,"18,257","785,666",45.802777,-64.010144,5052
504041,504,"2,844","785,666",45.884258,-63.981047,5052
504042,504,"4,557","785,666",45.931626,-64.181177,5074
504043,504,"6,227","785,666",45.78313,-63.947864,5052
504044,504,"2,873","785,666",45.847733,-64.129984,5052
504045,504,"8,699","785,666",45.725477,-63.817454,5052
504046,504,"4,962","785,666",45.806744,-64.181335,5052
505001,505,"6,885","301,689",46.245305,-65.84184,5095
505002,505,"27,141","301,689",46.112103,-65.858707,5095
505003,505,"56,650","301,689",46.011291,-66.119122,5095
505004,505,"57,744","301,689",45.9507,-65.848151,5095
505005,505,"56,734","301,689",45.819448,-65.791915,5095
505006,505,"24,338","301,689",45.962051,-66.408694,5095
505008,505,"8,760","301,689",46.031887,-66.499975,5095
505009,505,"19,256","301,689",45.799938,-66.082691,5095
505010,505,"2,661","301,689",45.9605,-66.602041,5095
505011,505,"12,645","301,689",45.893625,-66.449409,5095
505012,505,"4,583","301,689",45.874029,-66.239206,5095
505013,505,"13,520","301,689",45.826441,-66.342987,5095
505014,505,"6,093","301,689",45.859986,-66.555794,5095
505015,505,"2,224","301,689",45.840454,-66.519036,5095
506001,506,"43,615","206,615",45.756073,-66.331305,5095
506002,506,"31,838","206,615",45.89256,-66.734786,5095
506003,506,"20,034","206,615",45.644125,-66.582484,5095
506005,506,"17,531","206,615",45.761462,-66.732645,5095
506007,506,"16,368","206,615",45.638993,-66.496733,5095
506008,506,"2,941","206,615",45.745844,-66.686006,5095
506009,506,"24,647","206,615",45.672458,-66.843861,5095
506010,506,"5,998","206,615",45.574641,-66.440926,5095
506011,506,"18,396","206,615",45.536713,-66.649734,5095
506012,506,"5,977","206,615",45.514479,-66.550512,5095
507001,507,"2,252","421,383",45.393701,-63.197142,5052
507002,507,"1,766","421,383",45.365743,-63.216255,5052
507003,507,"5,820","421,383",45.396482,-63.339293,5052
507004,507,"1,205","421,383",45.420109,-63.388613,5052
507005,507,"7,848","421,383",45.412862,-63.466536,5052
507006,507,"9,062","421,383",45.363588,-63.527965,5052
507007,507,"6,420","421,383",45.379852,-63.651434,5052
507008,507,"46,028","421,383",45.293408,-63.869784,5052
507009,507,"4,118","421,383",45.383192,-63.719555,5052
507010,507,"14,028","421,383",45.367532,-63.810568,5052
507011,507,"22,770","421,383",45.572432,-64.9271,5085
507012,507,"10,869","421,383",45.63253,-64.772978,5095
507013,507,"7,992","421,383",45.65983,-64.682883,5086
507014,507,"3,609","421,383",45.385463,-63.848576,5052
507015,507,"11,822","421,383",45.358804,-64.056787,5052
507016,507,"7,676","421,383",45.352959,-63.933502,5052
507017,507,"12,372","421,383",45.378967,-64.165758,5052
507018,507,"10,484","421,383",45.353381,-64.257575,5052
507019,507,"1,954","421,383",45.410389,-64.3308,5052
507020,507,"25,568","421,383",45.372368,-64.624171,5052
507021,507,"5,512","421,383",45.387724,-64.497573,5052
507022,507,"8,153","421,383",45.373548,-64.389365,5052
507023,507,"37,029","421,383",45.376769,-64.937717,5071
507024,507,"17,499","421,383",45.296134,-64.752171,5052
507025,507,"19,066","421,383",45.902397,-64.346209,5074
507026,507,"33,129","421,383",45.812195,-64.498772,5095
507027,507,"4,553","421,383",45.961324,-64.556691,5095
507028,507,"3,046","421,383",45.929466,-64.492169,5095
507029,507,"3,079","421,383",45.899837,-64.574387,5095
507031,507,"10,510","421,383",45.824515,-64.631462,5095
507032,507,"5,342","421,383",45.759417,-64.347452,5052
507034,507,"6,494","421,383",45.725466,-64.38838,5052
507035,507,"4,532","421,383",45.69123,-64.473771,5052
507036,507,"2,633","421,383",45.767931,-64.633825,5095
507037,507,"12,564","421,383",45.730904,-64.678999,5095
